Country,Year,Region,Income Group,"Net official development assistance received (current US$)","Population living in slums (% of urban population)","Exports of goods and services (% of GDP)","GDP per capita (current US$)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Primary completion rate, total (% of relevant age group)","Trained teachers in primary education (% of total teachers)","Children out of school (% of primary school age)","School enrollment, secondary (% gross)","Government expenditure on education, total (% of government expenditure)","Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Improved water source (% of population with access)","Improved sanitation facilities (% of population with access)","Pregnant women receiving prenatal care (%)","Diabetes prevalence (% of population ages 20 to 79)","Health expenditure per capita (current US$)","Income share held by lowest 20%","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","GINI index (World Bank estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","Population ages 0-14 (% of total)","Population ages 15-64 (% of total)","Fuel exports (% of merchandise exports)","High-technology exports (% of manufactured exports)"
"Equatorial Guinea","1962","Sub-Saharan Africa","Upper middle income",,,68.1370839298497,35.3677268092714,,,,,,,,,,,,,,,,,,,,126.195,37.3324146341463,,37.6843451965573,57.3098394975576,,
"Equatorial Guinea","1996","Sub-Saharan Africa","Upper middle income",30820000,,80.0664544379004,501.166418959303,,,,,,,,,1.3,167.6,47.3,81.1,,,22.25595332,,,,7.18100023269653,134.0084,50.7616341463415,,42.5356369813989,53.4302481006545,,
"Equatorial Guinea","2007","Sub-Saharan Africa","Upper middle income",31360000,,88.621293972478,19633.1601457759,,,,,,,,,6.1,122.7,47.4,77.1,,,344.1751553,,,,6.86199998855591,122.851,54.5163170731707,,40.7120477982812,56.0890840765517,,
"Equatorial Guinea","2016","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,7.33400011062622,,,,,,,
"Equatorial Guinea","2008","Sub-Saharan Africa","Upper middle income",32080000,,89.2243501802952,28780.5764836217,,,,43.62198,50.96552,47.03269,,,6.4,118.4,47.4,76.7,,,519.90009418,,,,6.92199993133545,121.147,54.9863170731707,,40.4878589030097,56.3759885634845,,
"Equatorial Guinea","1981","Sub-Saharan Africa","Upper middle income",10230000,,65.9991681169619,157.69025923949,,,,,,,,,,,,,,,,,,,,131.626,44.42,,41.0463908231516,53.1901740407154,12.3786754657756,
"Equatorial Guinea","2015","Sub-Saharan Africa","Upper middle income",7510000,,59.6917172574396,14439.5944478516,98.26176,95.19566,,50.42543,37.22954,43.2029,,,4.9,94.1,47.9,74.5,,7.7,,,,,6.95599985122681,107.5306,57.9634146341463,,39.2608808841976,57.853170189099,,
"Equatorial Guinea","1984","Sub-Saharan Africa","Upper middle income",14970000,,53.2875355045797,170.527345577854,,,,,,,,,,213.1,,,,,,,,,,133.0408,46.0589024390244,,35.8443186824359,59.0158934562337,,
"Equatorial Guinea","1983","Sub-Saharan Africa","Upper middle income",11120000,,55.4187993702793,162.674303154989,,,,,,,8.77778,,,217.5,,,,,,,,,,132.5844,45.5893414634146,,37.1663146644021,57.4983803015385,1.70879463837805,
"Equatorial Guinea","1973","Sub-Saharan Africa","Upper middle income",1010000,,38.3394280158109,309.464696564524,,,,,,,,,,,,,,,,,,,,129.618,40.5457317073171,,42.4601465706805,52.4518005022885,,
"Equatorial Guinea","1961","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,126.0534,37.0324878048781,,37.3555468443748,57.6162289298314,,
"Equatorial Guinea","1997","Sub-Saharan Africa","Upper middle income",23890000,,116.703590212677,921.852152557076,,,,,,,,,1.5,163.9,47.3,81.1,,,29.35366207,,,,8.55099964141846,133.908,51.1395853658537,,42.8652706341333,53.1719170716662,,
"Equatorial Guinea","1967","Sub-Saharan Africa","Upper middle income",,,42.4253296259754,256.040811247214,,,,,,,,,,,,,,,,,,,,129.116,38.8320487804878,,38.8160526828232,56.4201880012038,,
"Equatorial Guinea","2000","Sub-Saharan Africa","Upper middle income",21270000,,122.063269224636,1970.25122893884,97.13137,88.3083,0.71967,46.69231,,33.39052,30.56901,,2.5,152.1,47.3,80.2,86.1,,53.84462571,,,,7.66699981689453,130.8264,52.1086341463415,,42.9391067176999,53.346418130858,,
"Equatorial Guinea","1998","Sub-Saharan Africa","Upper middle income",22160000,,115.947465039503,746.857169055519,,,,,,,,5.24814,1.8,160.1,47.3,81.1,,,31.95002686,,,,6.58500003814697,132.8808,51.4881951219512,,43.0610682408881,53.0550238752443,,
"Equatorial Guinea","1992","Sub-Saharan Africa","Upper middle income",61820000,,44.2341794940225,333.366786252115,,,,,,,,,0.8,182,,,,,,,,,6.97499990463257,134.41,49.0414390243903,,39.8865573981454,55.7563953761746,,
"Equatorial Guinea","1979","Sub-Saharan Africa","Upper middle income",2630000,,,,,,,,,,,,,,,,,,,,,,,130.622,43.099512195122,,43.8910954635512,50.1944059456594,0.152611208380345,
"Equatorial Guinea","2005","Sub-Saharan Africa","Upper middle income",38130000,66.3,87.4173831312055,13129.5981770095,,,0.89097,45.38348,,,27.37131,,5.2,131.2,47.3,78,,,214.09503537,,,,6.68499994277954,125.2194,53.6745853658537,,41.1802206862172,55.4975026603139,,
"Equatorial Guinea","1980","Sub-Saharan Africa","Upper middle income",9230000,,50.6576197833375,229.563612673105,,,,,,,6.1224,,,,,,,,,,,,,131.124,43.7592195121951,,43.7501416559008,50.2812719566646,13.6990885800109,
"Equatorial Guinea","1999","Sub-Saharan Africa","Upper middle income",20240000,,123.642507947362,1209.9376945195,,,,,,,32.27862,,2.1,156.1,47.3,80.6,,,33.37448265,,,,6.62799978256226,131.8536,51.8089024390244,,43.0848918957352,53.1139755370149,,
"Equatorial Guinea","1974","Sub-Saharan Africa","Upper middle income",15890000,,42.3395559483044,377.26268879136,,,,,,,,,,,,,,,,,,,,129.618,40.8136829268293,,43.6108451161319,51.14168606538,,
"Equatorial Guinea","1986","Sub-Saharan Africa","Upper middle income",20400000,,47.3874577909212,231.364393182365,,,,,,,,,,205.1,,,,,,,,,,133.9536,46.7946585365854,,35.3281029047955,59.7828292157082,,
"Equatorial Guinea","1985","Sub-Saharan Africa","Upper middle income",17110000,,39.8273231414808,197.573733566818,,,,,,,,,,209.1,,,,,,,,,,133.4972,46.4540243902439,,34.8017060688852,60.2279847458867,,
"Equatorial Guinea","1960","Sub-Saharan Africa","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,,125.9118,36.7330487804878,,37.0323066854412,57.941018979434,,
"Equatorial Guinea","1995","Sub-Saharan Africa","Upper middle income",33400000,,68.5260275933743,316.402505859084,,,,,,,,,1.1,171.2,47.3,81.1,,,17.02825398,,,,6.53800010681152,134.1088,50.3548780487805,,42.1036196390175,53.8000856508123,,
"Equatorial Guinea","2014","Sub-Saharan Africa","Upper middle income",520000,66.2,66.8069971227613,26144.9405009551,98.21599,94.95674,,,,,,,5.3,97.4,47.8,74.5,,,663.05422937,,,,6.66400003433228,109.7974,57.6470487804878,,39.4239144338123,57.713930696748,,
"Equatorial Guinea","1965","Sub-Saharan Africa","Upper middle income",,,42.1117660686247,240.31865155806,,,,,,,,,,,,,,,,,,,,127.9476,38.2316341463415,,38.3231821606595,56.8628979278246,,
"Equatorial Guinea","2013","Sub-Saharan Africa","Upper middle income",4630000,,67.6533166625479,27528.6579867104,,,,,,,,,5.6,100.3,47.7,74.5,,,729.74788482,,,,6.63600015640259,112.0642,57.2908292682927,,39.5926642428257,57.5358620568524,,
"Equatorial Guinea","2011","Sub-Saharan Africa","Upper middle income",24550000,,75.0953126572332,28404.4275152161,,,,48.66611,48.82674,44.69752,,,6.3,107.3,47.6,75.4,91.3,,688.82153294,,,,6.79500007629395,116.035,56.4468292682927,,39.9108824132595,57.1348669228864,,
"Equatorial Guinea","1990","Sub-Saharan Africa","Upper middle income",60230000,,38.9899864862828,297.112876854198,,,,,,,,,0.7,189.5,,,,,,,,,,134.41,48.1895365853659,,37.8911022013287,57.5952067372795,,
"Eritrea","1961","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,118.9664,37.5988780487805,,45.1678592267936,52.5480868967326,,
"Eritrea","1975","Sub-Saharan Africa","Low income",1620000,,,,,,,,,,,,,208.8,,,,,,,,,,115.056,42.2146341463415,,45.5335254293781,52.8052865862053,,
"Eritrea","1970","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,115.6052,40.523512195122,,45.0247579591023,53.1850255887631,,
"Eritrea","1978","Sub-Saharan Africa","Low income",4930000,,,,,,,,,,,,,197.1,,,,,,,,,,115.334,42.9167804878049,,45.9310417128472,52.4192083172488,,
"Eritrea","2009","Sub-Saharan Africa","Low income",142620000,,4.52862385911089,404.196309045471,,,0.78935,51.73382,92.24558,59.46623,33.02542,,0.8,57.9,55.9,14.3,,,13.34631705,,,,7.31899976730347,70.0514,60.853512195122,,42.1879901575013,55.538691325596,,
"Eritrea","2000","Sub-Saharan Africa","Low income",178020000,,9.67062059350866,199.813195113431,,,0.78894,33.25992,71.96982,63.73822,23.02053,,1.6,89.1,51,11.4,,,8.86090326,,,,7.59600019454956,88.595,56.0250243902439,,46.2039581845893,51.8883466528776,,0
"Eritrea","1967","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,116.429,39.4134390243903,,44.5909525915703,53.455097823166,,
"Eritrea","1973","Sub-Saharan Africa","Low income",620000,,,,,,,,,,,,,,,,,,,,,,,115.056,41.5922926829268,,45.4385726627874,52.8250488653237,,
"Eritrea","1992","Sub-Saharan Africa","Low income",1000000,,11.4236063474642,150.952061464067,,,,,,79.96985,,,0.8,138.2,47.3,9.4,,,,,,,7.25500011444092,108.178,49.8400487804878,,48.2019491763792,50.1270796176822,,
"Eritrea","1962","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,118.445,37.8515853658537,,44.9907574301253,52.7760561558089,,
"Eritrea","1991","Sub-Saharan Africa","Low income",,,,,,,,,,,,,0.6,145,47.3,9.4,,,,,,,7.24700021743774,109.2152,49.018487804878,,47.6138407235994,50.7461454058097,,
"Eritrea","1983","Sub-Saharan Africa","Low income",4500000,,,,,,,,,,,,,182.3,,,,,,,,,,115.8296,44.1501463414634,,46.4230327873268,51.9666162041017,,
"Eritrea","1966","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,116.8322,39.0610731707317,,44.4373249667195,53.5741312549369,,
"Eritrea","1980","Sub-Saharan Africa","Low income",4680000,,,,,,,,,,,,,191,,,,,,,,,,115.89,43.3199268292683,,46.0571057504264,52.3408273479377,,
"Eritrea","1996","Sub-Saharan Africa","Low income",157490000,,29.2337703579368,216.554170767005,,,0.7979,29.54009,,74.53047,15.98455,2.91513,1.5,110.8,48.9,10.1,,,7.82086576,,,,7.49499988555908,99.9636,53.2285365853659,,49.0143939389208,49.230999332417,,
"Eritrea","2014","Sub-Saharan Africa","Low income",82070000,,,,92.55056,72.79049,0.83958,,70.68702,59.31434,34.75437,,0.6,48.1,57.7,15.6,,,25.20042878,,,,7.0310001373291,55.6712,63.6630243902439,,,,,
"Eritrea","2016","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,7.26700019836426,,,,,,,
"Eritrea","1988","Sub-Saharan Africa","Low income",2000000,,,,,,,,,,,,,162.7,,,,,,,,,,112.3268,46.8031463414634,,47.0118313612191,51.3766944632249,,
"Eritrea","1999","Sub-Saharan Africa","Low income",149870000,,9.53440754918544,200.871844205962,,,0.79229,31.05448,72.77618,68.85531,20.46222,5.56554,1.6,94,50.5,11.1,,,10.05471968,,,,7.59999990463257,91.7,55.4116829268293,,46.9197493859443,51.2005868810166,,
"Eritrea","2015","Sub-Saharan Africa","Low income",92110000,,,,93.27164,73.84525,0.85869,39.13741,61.14306,60.86403,30.54986,,0.6,46.5,57.8,15.7,,3.6,,,,,7.18400001525879,53.0018,64.1009024390244,,,,,
"Eritrea","1997","Sub-Saharan Africa","Low income",123510000,,29.6148227877297,210.540257516117,,,0.79965,32.54585,,74.15643,17.10343,,1.5,104.8,49.4,10.4,,,9.3089478,,,,7.62200021743774,97.91,54.0096097560976,,48.3443905622625,49.8525123504422,,
"Eritrea","1965","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,117.2354,38.7269756097561,,44.3518604166785,53.6371742280802,,
"Eritrea","2011","Sub-Saharan Africa","Low income",133410000,,14.3763453384546,544.462431141676,,,0.82007,41.66644,90.97871,59.42251,35.3206,,0.7,53.5,57,14.9,,,16.66539605,,,,7.25299978256226,64.0238,62.0693658536585,,42.4816183839545,55.1270177185082,,
"Eritrea","2010","Sub-Saharan Africa","Low income",162300000,,4.78901223698411,451.426693297243,,,0.81602,43.54806,93.81553,61.71345,34.10423,,0.8,55.6,56.4,14.6,88.5,,14.62766471,,,,7.24100017547607,67.0376,61.4661463414634,,42.3453791145805,55.3393590670888,,
"Eritrea","1985","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,175.7,,,,,,,,,,114.5968,45.0113170731707,,46.4931708515131,51.9288095416894,,
"Eritrea","2004","Sub-Saharan Africa","Low income",263520000,,5.77539898239118,272.832832575321,,,0.72237,43.69657,83.09473,49.00641,25.69715,5.74185,1.2,72.9,53.1,12.7,,,8.57337444,,,,7.5149998664856,79.8626,58.0928292682927,,42.6603669705812,55.2751098535335,,
"Eritrea","1984","Sub-Saharan Africa","Low income",4500000,,,,,,,,,,,,,179.1,,,,,,,,,,115.2132,44.5450243902439,,46.4743842491564,51.9281747658665,,
"Eritrea","2008","Sub-Saharan Africa","Low income",145420000,,4.42875664923759,306.665143919595,,,0.78844,50.05375,90.19286,56.19852,30.87356,,0.9,60.4,55.3,14,,,11.31124213,,,,7.2189998626709,73.0652,60.2500731707317,,42.0607256126798,55.7065464940748,,
"Eritrea","1971","Sub-Saharan Africa","Low income",30000,,,,,,,,,,,,,,,,,,,,,,,115.3306,40.8912195121951,,45.2317871866566,52.9876860108014,,
"Eritrea","1974","Sub-Saharan Africa","Low income",2150000,,,,,,,,,,,,,213.1,,,,,,,,,,115.056,41.9169268292683,,45.4907215818955,52.8069189056026,,
"Eritrea","1981","Sub-Saharan Africa","Low income",5610000,,,,,,,,,,,,,188.2,,,,,,,,,,116.168,43.5499268292683,,46.2140475015375,52.1726673592293,,
"Eritrea","2002","Sub-Saharan Africa","Low income",226670000,,11.7811808402808,192.50764323803,77.94529,52.51395,0.75905,33.72494,72.61937,56.43709,24.26208,5.63338,1.4,80.4,52.1,12,70.3,,7.74379278,,,,7.69999980926514,82.385,57.1028292682927,14,44.2918523586444,53.7120710607697,,
"Eritrea","1968","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,116.1544,39.7786829268293,,44.7787024038333,53.3131331519868,,
"Eritrea","1964","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,117.6386,38.4145365853659,,44.47302678132,53.4286011003053,,
"Eritrea","1989","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,157.3,,,,,,,,,,111.2896,47.4980243902439,,47.043382529683,51.3477315232234,,
"Eritrea","2007","Sub-Saharan Africa","Low income",158530000,,5.77185258376616,299.111451823154,,,0.79419,49.93051,87.10515,52.86783,29.02909,,0.9,63.2,54.8,13.7,,,9.84547663,,,,7.41099977493286,76.079,59.6694146341463,,41.9852806175886,55.823016095821,,
"Eritrea","1982","Sub-Saharan Africa","Low income",4500000,,,,,,,,,,,,,185.3,,,,,,,,,,116.446,43.8226341463415,,46.3365023039558,52.0476593115657,,
"Eritrea","1987","Sub-Saharan Africa","Low income",2000000,,,,,,,,,,,,,167.5,,,,,,,,,,113.364,46.1518536585366,,46.8910528104337,51.5012077899812,,
"Eritrea","1994","Sub-Saharan Africa","Low income",154150000,,28.0196629213483,168.90409794058,,,0.78761,17.80524,,77.12862,14.32487,,1.2,124.1,47.9,9.5,,,,,,,7.4980001449585,104.0708,51.5513414634146,,49.2030963149379,49.0940067112026,,
"Eritrea","1963","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,118.0418,38.1231219512195,,44.7085321262852,53.1190853794381,,
"Eritrea","1976","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,204.7,,,,,,,,,,115.056,42.4767317073171,,45.7049408601065,52.629736864235,,
"Eritrea","1990","Sub-Saharan Africa","Low income",4500000,69.9,,,,,,,,,,,0.5,151.4,47.3,9.3,,,,,,,,110.2524,48.2359512195122,,46.9557829468032,51.4427621060036,,
"Eritrea","2012","Sub-Saharan Africa","Low income",135970000,,,,,,0.82362,38.56401,89.55425,57.36168,36.54612,,0.7,51.6,57.5,15.3,,,18.81139232,,,,7.16800022125244,61.01,62.6449756097561,,,,,
"Eritrea","2003","Sub-Saharan Africa","Low income",316960000,,6.44232783354792,221.526812689201,,,0.7635,37.84191,80.52269,51.70966,25.05005,,1.3,76.5,52.6,12.4,,,7.75890298,,,,7.61199998855591,81.1238,57.6026829268293,,43.431003093365,54.5371305628132,0.0181652882504976,18.2138857684835
"Eritrea","1995","Sub-Saharan Africa","Low income",148290000,,22.3880193550131,182.679605068748,,,0.78666,21.97574,,76.07575,15.21484,,1.3,117.3,48.4,9.8,48.9,,8.58015739,,,,7.66400003433228,102.0172,52.4046097560976,23,49.6468026402494,48.6537856796335,,
"Eritrea","1993","Sub-Saharan Africa","Low income",67710000,,30.5566909180087,148.492789556595,,,0.82094,,,,13.39729,,1,131.2,47.4,9.5,,,,,,,7.44099998474121,106.1244,50.6896829268293,,48.7232969543397,49.5839325176915,,
"Eritrea","2013","Sub-Saharan Africa","Low income",81310000,,,,,,0.83112,36.78548,79.86175,59.35379,35.51931,,0.7,49.7,57.6,15.4,,,20.75363693,,,,7.05900001525879,58.3406,63.1778780487805,,,,,
"Eritrea","1972","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,115.056,41.2488536585366,,45.3624581847648,52.8750303085012,,
"Eritrea","1960","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,119.4878,37.3629024390244,,45.1313589996242,52.5415396506613,,
"Eritrea","2005","Sub-Saharan Africa","Low income",349740000,,6.16571332006919,262.074529800649,,,0.73291,52.98295,83.60614,47.45771,28.4681,,1.1,69.5,53.7,13,,,7.77815813,,,,7.51900005340576,78.6014,58.5924146341464,,41.9886034624802,55.9155177913727,,
"Eritrea","1969","Sub-Saharan Africa","Low income",,,,,,,,,,,,,,,,,,,,,,,,115.8798,40.1508536585366,,44.9335519836604,53.2132272833758,,
"Eritrea","2006","Sub-Saharan Africa","Low income",126190000,,6.8995093921478,281.375017348319,,,0.73589,51.56491,87.52432,48.13354,29.92035,5.16807,1,66.3,54.2,13.3,,,9.28247988,,,,7.43900012969971,77.3402,59.1165609756098,,41.9635074481233,55.8896395349918,,
"Eritrea","1979","Sub-Saharan Africa","Low income",4140000,,,,,,,,,,,,,193.9,,,,,,,,,,115.612,43.1150487804878,,46.0033747054257,52.3668273710371,,
"Eritrea","1986","Sub-Saharan Africa","Low income",1000000,,,,,,,,,,,,,171.8,,,,,,,,,,113.9804,45.5505853658537,,46.7140743283573,51.6892760506778,,
"Eritrea","2001","Sub-Saharan Africa","Low income",284700000,,10.8070403599802,205.846035687116,,,0.79453,34.13672,70.47091,61.61071,23.27883,5.86161,1.5,84.6,51.5,11.7,,,8.1284852,,,,7.46299982070923,85.49,56.5827804878049,,45.2239202890501,52.8209529614999,0,0
"Eritrea","1977","Sub-Saharan Africa","Low income",2120000,,,,,,,,,,,,,200.8,,,,,,,,,,115.056,42.7081463414634,,45.834441243308,52.5039222297453,,
"Eritrea","1998","Sub-Saharan Africa","Low income",168810000,,14.8344835891991,223.396896564971,,,,,,,,6.25092,1.6,99.2,49.9,10.7,,,10.01754279,,,,7.64300012588501,94.805,54.7393414634146,,47.6427285288055,50.5124763763448,,
"Estonia","1994","Europe & Central Asia","High income",,,,,,,1.05043,,,,99.03459,,,16.8,98.9,96.9,,,,,,,7.56099987030029,40.4006,66.5,,21.0037436219456,65.734089606731,,
"Estonia","1996","Europe & Central Asia","High income",,,61.7946553840758,3352.73024968655,,,1.03701,90.82103,,9.39048,92.8376,19.87683,,14.8,98.9,96.9,,,218.11690313,,,,9.91499996185303,33.7122,69.6121951219512,,19.8978548243529,66.1343108198275,5.84757778380077,8.8481146325667
"Estonia","1978","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,40.1742,69.0321951219512,,21.5769138470573,65.7814123408436,,
"Estonia","1990","Europe & Central Asia","High income",,,,,,,,,,,104.70417,,,20.2,99,97,,,,,,,,46.0602,69.4756097560976,,22.1823013824649,66.1513300794726,,
"Estonia","1993","Europe & Central Asia","High income",,,,,,,1.02216,,,,97.34333,,,17.8,98.9,96.9,,,,6.41,1.32,39.5,6.54400014877319,43.7448,67.909756097561,,21.4201811681854,65.7176840577373,,
"Estonia","1989","Europe & Central Asia","High income",,,,,99.86789,99.72644,,,,,86.17162,,,20.9,,,,,,,,,,45.5458,70.0390243902439,,22.2879384172871,66.1707167474178,,
"Estonia","1977","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,39.886,69.1513658536586,,21.6337263820999,65.7988013236135,,
"Estonia","1984","Europe & Central Asia","High income",,,,,,,,,,,,,,23.8,,,,,,,,,,42.603,69.2780487804878,,21.979630404057,66.3693233249872,,
"Estonia","1968","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,27.7348,69.8829268292683,,22.2673346269501,66.2212264656885,,
"Estonia","1969","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,29.2056,69.9276097560976,,22.1253380099105,66.2178677124618,,
"Estonia","1997","Europe & Central Asia","High income",,,71.6074459872251,3619.94670373304,,,,,,,,17.85775,,13.8,98.9,96.9,,,222.44294003,,,,10.3690004348755,30.368,69.809756097561,,19.2800971541826,66.4629379776664,6.01920532452227,9.1312629245076
"Estonia","2009","Europe & Central Asia","High income",,,60.8047160087828,14726.3139057181,,,1.00521,98.76197,,3.90741,102.7461,13.45903,,5.1,99.4,97.1,,,1008.52217679,7.57,0.73,31.59,13.5480003356934,19.9902,74.8243902439024,,15.0017252826133,67.6125905960496,16.2426173543504,5.67978500857281
"Estonia","2010","Europe & Central Asia","High income",,,75.0782283595386,14639.473302339,,,0.99372,100.63428,,0.90067,105.29624,13.6818,,4.6,99.5,97.2,,,902.6732824,7.08,0.92,32.16,16.7070007324219,18.7038,75.4292682926829,,15.1333732205581,67.34294780604,15.5838087353417,9.26532011167741
"Estonia","1965","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,24.3396,69.5171219512195,,22.7118410274969,66.2398861780932,,
"Estonia","1999","Europe & Central Asia","High income",,,70.2323981631249,4148.06045833246,,,1.01863,93.36475,,0.85616,93.71411,16.50726,,11.9,99,96.9,,,242.57380721,,,,11.5729999542236,27.6284,70.0634146341463,,18.1781010541942,67.077640240458,4.51333055201578,13.4989041442693
"Estonia","2014","Europe & Central Asia","High income",,,83.0569508939304,19941.4526982953,,,0.99455,102.6808,,4.40819,110.40648,,,3.2,99.6,97.2,,,1248.27963176,,,,7.35200023651123,13.6678,77.0341463414634,,15.8226352621898,65.6477762168905,10.3169272647084,11.4398894043637
"Estonia","1982","Europe & Central Asia","High income",,,,,,,,,,,,,,25.3,,,,,,,,,,41.327,69.1268292682927,,21.7135480309559,66.1139783908933,,
"Estonia","1972","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,33.618,69.8333170731707,,21.8426678036706,66.0755833457783,,
"Estonia","1995","Europe & Central Asia","High income",,,67.8498701186561,3044.37910879554,,,1.0441,79.64726,,12.96548,102.4437,,,15.8,98.9,96.9,,,164.79722929,8.07,0.57,30.06,9.65900039672852,37.0564,67.5439024390244,,20.6157244975144,65.7797632505185,5.76915890291527,6.19899915956337
"Estonia","2015","Europe & Central Asia","High income",,,79.2857185181674,17084.5174179802,99.96553,99.82351,0.99774,101.50256,,5.05817,115.17822,,,2.9,99.6,97.2,,4.4,,,,,6.18699979782104,12.4362,77.1317073170732,,16.0878224048004,65.1524732621339,10.2537716470656,11.3969724132762
"Estonia","1974","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,36.1252,69.5911707317073,,21.7339056159127,65.9903069283626,,
"Estonia","1981","Europe & Central Asia","High income",,,,,,,,,,,,,,26.2,,,,,,,,,,41.0388,68.9780487804878,,21.6225340950902,65.9797107426321,,
"Estonia","2011","Europe & Central Asia","High income",,,86.5397180042993,17453.7537611724,99.9489,99.88579,0.99146,101.44024,,0.3593,107.36629,13.41265,,4.2,99.5,97.2,,,988.0989429,7.17,1.21,32.69,12.3280000686646,17.4174,76.2292682926829,,15.2801663770229,66.9274464861739,16.641098813236,13.3876517551301
"Estonia","2005","Europe & Central Asia","High income",,,65.9058984399279,10338.3172625946,,,1.01028,102.64236,,3.88525,102.78993,14.52335,,7.3,99.2,97.1,,,514.22143996,7.23,0.97,33.63,8.03299999237061,22.9454,72.5682926829268,,15.1566540922442,68.0871780724104,7.21927567878301,14.6600217682874
"Estonia","1962","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,21.453,68.7420487804878,,23.1428369493807,66.1174461769275,,
"Estonia","2013","Europe & Central Asia","High income",,,84.4650619132849,19029.7792318907,,,0.99292,106.51638,,0.44728,108.58294,12.593,,3.5,99.6,97.2,,,1213.55619426,,,,8.63099956512451,14.8994,77.1414634146341,,15.5972879815159,66.098632627552,9.94595943983363,10.5469302295752
"Estonia","2001","Europe & Central Asia","High income",,,61.3459435207708,4498.95870413333,,,1.01795,101.40708,,1.11061,94.95307,15.05838,,10.2,99,97,,,217.70622304,7.04,1.17,36.01,13.1350002288818,24.8888,70.2585365853659,,17.040439617921,67.5509465034769,3.90630011791599,19.2810436802852
"Estonia","1988","Europe & Central Asia","High income",,,,,,,,,,,,,,21.5,,,,,,9.99,0.06,22.97,,45.0314,70.6975609756098,,22.2902195134113,66.2502445217538,,
"Estonia","1961","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,21.4466,68.3628536585366,,23.1611650674795,66.1909873947702,,
"Estonia","1980","Europe & Central Asia","High income",,,,,,,,,,,,,,27.1,,,,,,,,,,40.7506,68.9140731707317,,21.6234527669623,65.8599906272487,,
"Estonia","2003","Europe & Central Asia","High income",,,57.3955548819136,7174.24079225034,,,1.02345,106.30039,,2.76046,97.6677,15.18783,,8.6,99.1,97,,,352.39590119,6.94,1.14,34.91,11.2880001068115,23.3278,71.3170731707317,,15.9644254091733,67.8323827837627,4.22054697921607,12.6571049575071
"Estonia","1987","Europe & Central Asia","High income",,,,,,,,,,,,,,22,,,,,,,,,,44.517,70.6439024390244,,22.2374568745455,66.3428712141137,,
"Estonia","2002","Europe & Central Asia","High income",,,58.3193119487924,5308.34696117632,,,1.01767,102.94118,,1.14336,97.68137,15.28683,,9.4,99.1,97,,,256.66176225,6.91,1.32,35.79,10.0260000228882,23.519,70.9048780487805,,16.4961471286978,67.691567798602,5.31849222001439,11.8643123895572
"Estonia","2004","Europe & Central Asia","High income",,,61.5182237532011,8850.46784994613,,,1.01704,102.31607,,3.71344,100.08529,14.48866,,7.9,99.2,97,,,452.33266711,6.87,1.41,33.96,10.2480001449585,23.1366,71.909756097561,,15.5029998921931,67.9681478260041,4.53729214347745,13.9956580142152
"Estonia","1963","Europe & Central Asia","High income",,,,,,,,,,,,,,,,,,,,,,,,22.4152,69.0540731707317,,23.0400741446662,66.127456776056,,
